CLINICALSIGNIFICANCE_ID,CLINICALSIGNIFICANCE_ACCESSION,CLINICALSIGNIFICANCE_VARIANTID,CLINICALSIGNIFICANCE_PATHOLOGYID,CLINICALSIGNIFICANCE_SIGNIFICANCEID,CLINICALSIGNIFICANCE_EVALUATED,CLINICALSIGNIFICANCE_REVIEWSTATUS,CLINICALSIGNIFICANCE_UPDATED
295,RCV000888035,51779,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
296,RCV000290005,51780,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
297,RCV000888035,51780,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
298,RCV000340329,52108,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
299,RCV001636956,52108,207830,5,2021-12-03,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
300,RCV000399099,52114,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
301,RCV000445275,52114,207830,4,2016-12-13,"[criteria provided, single submitter]",2022-09-26
302,RCV001148628,52120,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
303,RCV002070803,52120,207830,5,2021-08-22,"[criteria provided, single submitter]",2022-09-26
304,RCV000964187,52234,207830,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
305,RCV001148633,52234,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
306,RCV000953774,52259,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
307,RCV001150210,52259,185672,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
308,RCV000407712,52265,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
309,RCV002057803,52265,207830,5,2021-09-01,"[criteria provided, single submitter]",2022-09-26
310,RCV000296926,52286,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
311,RCV000973623,52286,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
312,RCV000247076,52808,201971,5,,"[criteria provided, single submitter]",2022-09-26
313,RCV000356489,52808,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
314,RCV001683139,52808,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
315,RCV001838607,52808,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
316,RCV001690739,52935,207830,5,2021-06-19,"[criteria provided, single submitter]",2022-09-26
317,RCV001838791,52935,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
318,RCV000367663,52991,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
319,RCV002057804,52991,207830,5,2021-08-31,"[criteria provided, single submitter]",2022-09-26
320,RCV000242292,52996,201971,5,,"[criteria provided, single submitter]",2022-09-26
321,RCV000277803,52996,185672,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
322,RCV002058424,52996,207830,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
323,RCV001144069,53001,185672,3,2017-04-27,"[criteria provided, single submitter]",2022-09-26
324,RCV001573968,53001,207830,4,,"[no assertion criteria provided]",2022-09-26
325,RCV000224834,53103,207830,5,2021-10-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
326,RCV000364393,53103,185672,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
327,RCV000224834,53104,207830,5,2021-10-05,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
328,RCV000364393,53104,185672,4,2018-01-13,"[criteria provided, single submitter]",2022-09-26
329,RCV000250485,53122,201971,5,,"[criteria provided, single submitter]",2022-09-26
330,RCV000269804,53122,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
331,RCV001838606,53122,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
332,RCV002058423,53122,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
333,RCV000250485,53123,201971,5,,"[criteria provided, single submitter]",2022-09-26
334,RCV000269804,53123,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
335,RCV001838606,53123,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
336,RCV002058423,53123,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
337,RCV001700858,53406,207830,4,,"[no assertion criteria provided]",2022-09-26
338,RCV001703059,53406,201971,5,,"[no assertion criteria provided]",2022-09-26
339,RCV000247391,54708,201971,5,,"[criteria provided, single submitter]",2022-09-26
340,RCV000320930,54708,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
341,RCV002058422,54708,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
342,RCV000247391,54709,201971,5,,"[criteria provided, single submitter]",2022-09-26
343,RCV000320930,54709,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
344,RCV002058422,54709,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
345,RCV001598159,55358,207830,5,2018-11-12,"[criteria provided, single submitter]",2022-09-26
346,RCV001838689,55358,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
347,RCV000282501,55370,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
348,RCV000962872,55370,207830,5,2019-12-31,"[criteria provided, single submitter]",2022-09-26
349,RCV000249628,55387,201971,5,,"[criteria provided, single submitter]",2022-09-26
350,RCV000349649,55387,185672,5,2018-03-06,"[criteria provided, single submitter]",2022-09-26
351,RCV001838610,55387,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
352,RCV002058428,55387,207830,5,2021-12-14,"[criteria provided, single submitter]",2022-09-26
353,RCV000391095,56605,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
354,RCV000967587,56605,207830,5,2021-09-21,"[criteria provided, single submitter]",2022-09-26
355,RCV000306287,56615,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
356,RCV002057806,56615,207830,5,2021-10-20,"[criteria provided, single submitter]",2022-09-26
357,RCV001146073,57633,185672,3,2018-01-12,"[criteria provided, single submitter]",2022-09-26
358,RCV002070768,57633,207830,5,2021-07-08,"[criteria provided, single submitter]",2022-09-26
359,RCV000254419,57652,201971,5,,"[criteria provided, single submitter]",2022-09-26
360,RCV000322918,57652,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
361,RCV001538514,57652,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
362,RCV001838611,57652,4589,5,2021-09-10,"[criteria provided, single submitter]",2022-09-26
363,RCV000251832,57690,201971,5,,"[criteria provided, single submitter]",2022-09-26
364,RCV000373100,57690,185672,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
365,RCV002058425,57690,207830,5,2021-10-05,"[criteria provided, single submitter]",2022-09-26
366,RCV000147501,60719,201971,5,2017-11-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
367,RCV000677069,60719,207830,,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
368,RCV000147501,60720,201971,5,2017-11-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
369,RCV000677069,60720,207830,,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
370,RCV000147501,60721,201971,5,2017-11-08,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
371,RCV000677069,60721,207830,,2021-12-13,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
372,RCV000147500,60943,201971,,2015-12-04,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
373,RCV000677071,60943,207830,5,2021-12-09,"[criteria provided, single submitter]",2022-09-26
374,RCV000147500,60944,201971,,2015-12-04,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
375,RCV000677071,60944,207830,5,2021-12-09,"[criteria provided, single submitter]",2022-09-26
376,RCV000439895,60950,201971,5,2016-04-19,"[criteria provided, single submitter]",2022-09-26
377,RCV001512150,60950,207830,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
378,RCV000439895,60951,201971,5,2016-04-19,"[criteria provided, single submitter]",2022-09-26
379,RCV001512150,60951,207830,5,2021-12-10,"[criteria provided, single submitter]",2022-09-26
380,RCV001523578,62220,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
381,RCV001730823,62220,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
382,RCV001523578,62221,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
383,RCV001730823,62221,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
384,RCV001512142,62425,207830,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
385,RCV001730762,62425,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
386,RCV001512142,62426,207830,5,2021-12-13,"[criteria provided, single submitter]",2022-09-26
387,RCV001730762,62426,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
388,RCV001518131,62624,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
389,RCV001730789,62624,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
390,RCV001518131,62625,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
391,RCV001730789,62625,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
392,RCV001518231,62651,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
393,RCV001730791,62651,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
394,RCV001518231,62652,207830,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
395,RCV001730791,62652,185512,5,2021-08-19,"[criteria provided, single submitter]",2022-09-26
396,RCV000513994,64948,207830,5,2019-12-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
397,RCV001258233,64948,384,5,,"[criteria provided, single submitter]",2022-09-26
398,RCV000254229,69076,201971,5,,"[criteria provided, single submitter]",2022-09-26
399,RCV000384049,69076,99049,5,2019-05-28,"[criteria provided, single submitter]",2022-09-26
400,RCV001094831,69076,99689,5,2021-09-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
401,RCV001519478,69076,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
402,RCV000254229,69077,201971,5,,"[criteria provided, single submitter]",2022-09-26
403,RCV000384049,69077,99049,5,2019-05-28,"[criteria provided, single submitter]",2022-09-26
404,RCV001094831,69077,99689,5,2021-09-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
405,RCV001519478,69077,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
406,RCV000254229,69078,201971,5,,"[criteria provided, single submitter]",2022-09-26
407,RCV000384049,69078,99049,5,2019-05-28,"[criteria provided, single submitter]",2022-09-26
408,RCV001094831,69078,99689,5,2021-09-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
409,RCV001519478,69078,207830,5,2021-12-18,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
410,RCV000270768,69087,99689,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
411,RCV001519479,69087,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
412,RCV000270768,69088,99689,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
413,RCV001519479,69088,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
414,RCV000270768,69089,99689,5,2018-01-12,"[criteria provided, single submitter]",2022-09-26
415,RCV001519479,69089,207830,5,2021-12-10,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
416,RCV000295500,69274,99689,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
417,RCV002057799,69274,207830,4,2021-11-04,"[criteria provided, single submitter]",2022-09-26
418,RCV000295500,69275,99689,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
419,RCV002057799,69275,207830,4,2021-11-04,"[criteria provided, single submitter]",2022-09-26
420,RCV000295500,69276,99689,5,2018-01-13,"[criteria provided, single submitter]",2022-09-26
421,RCV002057799,69276,207830,4,2021-11-04,"[criteria provided, single submitter]",2022-09-26
422,RCV000525422,73581,102568,4,2021-12-13,"[criteria provided, single submitter]",2022-09-26
423,RCV000715809,73581,3702,3,2018-03-13,"[criteria provided, single submitter]",2022-09-26
424,RCV001288148,73581,201971,5,2019-11-08,"[criteria provided, single submitter]",2022-09-26
425,RCV001675922,73581,207830,5,2019-08-30,"[criteria provided, single submitter]",2022-09-26
426,RCV000244822,73989,201971,5,,"[criteria provided, single submitter]",2022-09-26
427,RCV000475913,73989,102568,5,2021-12-09,"[criteria provided, single submitter]",2022-09-26
428,RCV001618413,73989,207830,5,2018-07-31,"[criteria provided, single submitter]",2022-09-26
429,RCV000677014,75025,207830,5,2021-05-06,"[criteria provided, single submitter]",2022-09-26
430,RCV001081337,75025,122956,5,2019-12-31,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
431,RCV001638566,75711,207830,5,2018-07-15,"[criteria provided, single submitter]",2022-09-26
432,RCV001658352,75711,171931,5,2021-07-30,"[criteria provided, single submitter]",2022-09-26
433,RCV001001177,76748,96652,5,2021-10-24,"[criteria provided, single submitter]",2022-09-26
434,RCV001811133,76748,207830,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
435,RCV001001177,76749,96652,5,2021-10-24,"[criteria provided, single submitter]",2022-09-26
436,RCV001811133,76749,207830,5,2021-08-15,"[criteria provided, single submitter]",2022-09-26
437,RCV000127683,76755,201971,5,2016-03-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
438,RCV001510329,76755,96652,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
439,RCV000127683,76756,201971,5,2016-03-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
440,RCV001510329,76756,96652,5,2021-12-19,"[criteria provided, single submitter]",2022-09-26
441,RCV000439015,76769,201971,4,2016-10-14,"[criteria provided, single submitter]",2022-09-26
442,RCV001517048,76769,96652,5,2021-12-03,"[criteria provided, single submitter]",2022-09-26
443,RCV000439015,76770,201971,4,2016-10-14,"[criteria provided, single submitter]",2022-09-26
444,RCV001517048,76770,96652,5,2021-12-03,"[criteria provided, single submitter]",2022-09-26
445,RCV000514765,77277,207830,4,2021-04-15,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
446,RCV001081491,77277,102568,5,2020-11-17,"[criteria provided, single submitter]",2022-09-26
447,RCV000254581,77285,171931,3,2016-04-13,"[no assertion criteria provided]",2022-09-26
448,RCV000656068,77285,28703,1,2017-01-01,"[no assertion criteria provided]",2022-09-26
449,RCV001855000,77285,102568,3,2021-08-27,"[criteria provided, single submitter]",2022-09-26
450,RCV000241747,77431,201971,5,,"[criteria provided, single submitter]",2022-09-26
451,RCV000472128,77431,102568,5,2021-12-09,"[criteria provided, single submitter]",2022-09-26
452,RCV000715820,77431,3702,5,2016-03-02,"[criteria provided, single submitter]",2022-09-26
453,RCV001683013,77431,207830,5,2018-07-26,"[criteria provided, single submitter]",2022-09-26
454,RCV001794872,77713,96652,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
455,RCV001794873,77713,196069,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
456,RCV001794874,77713,196070,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
457,RCV001794875,77735,96652,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
458,RCV001794876,77735,196069,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
459,RCV001794877,77735,196070,5,2021-11-07,"[criteria provided, single submitter]",2022-09-26
460,RCV000428780,77844,201971,5,2016-03-28,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
461,RCV000555089,77844,96652,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
462,RCV002227159,77844,207830,5,2022-02-08,"[criteria provided, single submitter]",2022-09-26
463,RCV000244664,78159,201971,5,,"[criteria provided, single submitter]",2022-09-26
464,RCV000462124,78159,102568,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
465,RCV000711426,78159,207830,5,2019-07-24,"[criteria provided, multiple submitters, no conflicts]",2022-09-26
466,RCV000716132,78159,3702,5,2016-03-02,"[criteria provided, single submitter]",2022-09-26
467,RCV000233749,78275,102568,5,2021-12-18,"[criteria provided, single submitter]",2022-09-26
